/home/piratejo/code/LLM_Study_Projects/chess_battle/arena_chess/ui.py:237: UserWarning: The parameters have been moved from the Blocks constructor to the launch() method in Gradio 6.0: theme, css. Please pass these parameters to launch() instead.
  with gr.Blocks(title="Alex's LLM Chess Battleground",
/home/piratejo/code/LLM_Study_Projects/chess_battle/.venv/lib/python3.13/site-packages/gradio/components/dataframe.py:192: UserWarning: The `col_count` parameter is deprecated and will be removed. Please use `column_count` instead.
  warnings.warn(
/home/piratejo/code/LLM_Study_Projects/chess_battle/.venv/lib/python3.13/site-packages/gradio/components/dataframe.py:192: UserWarning: The `col_count` parameter is deprecated and will be removed. Please use `column_count` instead.
  warnings.warn(
10:28:19 | httpx | INFO | HTTP Request: HEAD https://huggingface.co/api/telemetry/https%3A/api.gradio.app/gradio-initiated-analytics "HTTP/1.1 200 OK"
10:32:11 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:11 | arena_chess.player | INFO | White (middlegame—LLM): c2c7
10:32:15 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:15 | arena_chess.player | INFO | Black (middlegame—LLM): d7c7
10:32:18 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:18 | arena_chess.player | INFO | White (middlegame—ranked heuristic): h1g1
10:32:22 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:22 | arena_chess.player | INFO | Black (middlegame—LLM): d8d6
10:32:24 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:24 | arena_chess.player | INFO | White (middlegame—LLM): g1g4
10:32:29 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:29 | arena_chess.player | INFO | Black (middlegame—LLM): d6d2
10:32:32 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:32 | arena_chess.player | INFO | White (middlegame—LLM): g4h4
10:32:36 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:36 | arena_chess.player | INFO | Black (middlegame—LLM): d2c1
10:32:39 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:39 | arena_chess.player | INFO | White (middlegame—LLM): f1g2
10:32:43 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:43 | arena_chess.player | INFO | Black (middlegame—LLM): c1g5
10:32:46 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:46 | arena_chess.player | INFO | White (middlegame—LLM): g2h1
10:32:51 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:51 | arena_chess.player | INFO | Black (middlegame—LLM): c7d7
10:32:55 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:55 | arena_chess.player | INFO | White (middlegame—LLM): h4h7
10:32:59 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:32:59 | arena_chess.player | INFO | Black (middlegame—ranked heuristic): g5g2
10:33:02 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:02 | arena_chess.player | INFO | White (middlegame—LLM): h1g2
10:33:05 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:05 | arena_chess.player | INFO | Black (middlegame—LLM): d7e6
10:33:10 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:10 | arena_chess.player | INFO | White (middlegame—LLM): g2h3
10:33:14 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:14 | arena_chess.player | INFO | Black (middlegame—LLM): e6d5
10:33:18 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:18 | arena_chess.player | INFO | White (middlegame—LLM): h3h4
10:33:22 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:22 | arena_chess.board | INFO | 🔧 STOCKFISH LOCKED: Black gets Stockfish (W=2 vs B=5 major pieces)
10:33:22 | arena_chess.player | INFO | Black (middlegame—LLM): h8h7
10:33:25 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:25 | arena_chess.player | INFO | White (endgame—LLM): h4g5
10:33:30 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:30 | arena_chess.player | INFO | Black (endgame—Stockfish): f7f6
10:33:32 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:32 | arena_chess.player | INFO | White (endgame—salvaged): g5f4
10:33:37 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:37 | arena_chess.player | INFO | Black (endgame—Stockfish): h7h3
10:33:41 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:41 | arena_chess.player | INFO | White (endgame—LLM): b1c3
10:33:46 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:46 | arena_chess.player | INFO | Black (endgame—Stockfish): d5e6
10:33:50 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:50 | arena_chess.player | INFO | White (endgame—LLM): c3d5
10:33:55 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:55 | arena_chess.player | INFO | Black (endgame—Stockfish): e6d5
10:33:57 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:33:57 | arena_chess.player | INFO | White (endgame—LLM): a1d1
10:34:02 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:34:02 | arena_chess.player | INFO | Black (endgame—Stockfish): d5e6
10:34:06 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:34:06 | arena_chess.player | INFO | White (endgame—salvaged): d1d6
10:34:11 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:34:11 | arena_chess.player | INFO | Black (endgame—Stockfish): e7d6
10:34:14 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:34:14 | arena_chess.player | INFO | White (endgame—salvaged): e2e4
10:34:18 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:34:18 | arena_chess.player | INFO | Black (endgame—Stockfish): g7g5
10:38:11 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:11 | arena_chess.player | INFO | White (opening—salvaged): g1f3
10:38:18 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:18 | arena_chess.player | INFO | Black (opening—LLM): g8h6
10:38:23 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:23 | arena_chess.player | INFO | White (opening—ranked heuristic): f3g5
10:38:29 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:29 | arena_chess.player | INFO | Black (opening—LLM): b8c6
10:38:33 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:33 | arena_chess.player | INFO | White (opening—ranked heuristic): g5h7
10:38:43 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:43 | arena_chess.player | INFO | Black (opening—LLM): c6b8
10:38:47 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:47 | arena_chess.player | INFO | White (opening—LLM): g2g3
10:38:56 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:56 | arena_chess.player | INFO | Black (opening—LLM): d7d6
10:38:59 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:38:59 | arena_chess.player | INFO | White (opening—ranked heuristic): h7f6
10:39:08 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:08 | arena_chess.player | INFO | Black (opening—LLM): g7f6
10:39:11 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:11 | arena_chess.player | INFO | White (middlegame—ranked heuristic): h1g1
10:39:19 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:19 | arena_chess.player | INFO | Black (middlegame—LLM): c8e6
10:39:23 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:23 | arena_chess.player | INFO | White (middlegame—ranked heuristic): g1g2
10:39:26 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:26 | arena_chess.player | INFO | Black (middlegame—LLM): e6a2
10:39:28 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:28 | arena_chess.player | INFO | White (middlegame—salvaged): e2e3
10:39:32 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:32 | arena_chess.player | INFO | Black (middlegame—LLM): a2b1
10:39:33 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:33 | arena_chess.player | INFO | White (middlegame—LLM): f1b5
10:39:37 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:37 | arena_chess.player | INFO | Black (middlegame—LLM): d8d7
10:39:44 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:44 | arena_chess.player | INFO | White (middlegame—salvaged): b5d7
10:39:48 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:48 | arena_chess.player | INFO | Black (middlegame—LLM): e8d7
10:39:50 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:50 | arena_chess.player | INFO | White (middlegame—salvaged): d2d3
10:39:53 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:53 | arena_chess.player | INFO | Black (middlegame—LLM): b1c2
10:39:57 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:39:57 | arena_chess.player | INFO | White (middlegame—LLM): d1c2
10:40:03 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:03 | arena_chess.player | INFO | Black (middlegame—LLM): b8c6
10:40:05 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:05 | arena_chess.player | INFO | White (middlegame—salvaged): c2c3
10:40:11 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:11 | arena_chess.player | INFO | Black (middlegame—LLM): a8e8
10:40:13 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:13 | arena_chess.player | INFO | White (middlegame—salvaged): e1d2
10:40:17 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:17 | arena_chess.player | INFO | Black (middlegame—LLM): e7e6
10:40:20 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:20 | arena_chess.player | INFO | White (middlegame—LLM): c3d4
10:40:24 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:24 | arena_chess.player | INFO | Black (middlegame—LLM): e8d8
10:40:26 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:26 | arena_chess.player | INFO | White (middlegame—LLM): d2c3
10:40:30 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:30 | arena_chess.player | INFO | Black (middlegame—LLM): c6d4
10:40:32 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:32 | arena_chess.player | INFO | White (middlegame—LLM): e3d4
10:40:36 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:36 | arena_chess.player | INFO | Black (middlegame—LLM): c7c6
10:40:38 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:38 | arena_chess.player | INFO | White (middlegame—ranked heuristic): c1h6
10:40:43 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:43 | arena_chess.board | INFO | 🔧 STOCKFISH LOCKED: Black gets Stockfish (W=2 vs B=3 major pieces)
10:40:43 | arena_chess.player | INFO | Black (middlegame—LLM): h8h6
10:40:44 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:44 | arena_chess.player | INFO | White (endgame—ranked heuristic): a1a7
10:40:51 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:51 | arena_chess.player | INFO | Black (endgame—Stockfish): d8b8
10:40:54 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:40:54 | arena_chess.player | INFO | White (endgame—salvaged): c3d2
10:41:00 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:00 | arena_chess.player | INFO | Black (endgame—Stockfish): f6f5
10:41:01 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:01 | arena_chess.player | INFO | White (endgame—ranked heuristic): a7b7
10:41:06 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:06 | arena_chess.player | INFO | Black (endgame—Stockfish): b8b7
10:41:10 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:10 | arena_chess.player | INFO | White (endgame—ranked heuristic): g2g1
10:41:15 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:15 | arena_chess.player | INFO | Black (endgame—Stockfish): h6h2
10:41:17 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:17 | arena_chess.player | INFO | White (endgame—ranked heuristic): d2e3
10:41:22 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:22 | arena_chess.player | INFO | Black (endgame—Stockfish): b7b2
10:41:25 | httpx | INFO | HTTP Request: POST http://localhost:11434/v1/chat/completions "HTTP/1.1 200 OK"
10:41:25 | arena_chess.player | INFO | White (endgame—ranked heuristic): e3f4
